-1.780519362748510132e+11 1.721472544599633179e+11 5.185841892600305080e+08
-1.780805933475528564e+11 1.721196291635303650e+11 5.173042866132835150e+08
-1.781092453785225525e+11 1.720919989941735840e+11 5.160243693208521008e+08
-1.781378923670344543e+11 1.720643639527578430e+11 5.147444374192205667e+08
-1.781665343123630066e+11 1.720367240401480713e+11 5.134644909448722601e+08
-1.781951712137828369e+11 1.720090792572093506e+11 5.121845299342895150e+08
-1.782238030705686340e+11 1.719814296048067627e+11 5.109045544239538312e+08
-1.782524298819953003e+11 1.719537750838054810e+11 5.096245644503457546e+08
-1.782810516473377991e+11 1.719261156950707703e+11 5.083445600499448776e+08
-1.783096683658712463e+11 1.718984514394679260e+11 5.070645412592298985e+08
-1.783382800368708801e+11 1.718707823178623657e+11 5.057845081146785617e+08
-1.783668866596120911e+11 1.718431083311195679e+11 5.045044606527676582e+08
-1.783954882333703918e+11 1.718154294801050720e+11 5.032243989099730849e+08
-1.784240847574214478e+11 1.717877457656845093e+11 5.019443229227697849e+08
-1.784526762310410156e+11 1.717600571887235413e+11 5.006642327276317477e+08
-1.784812626535049744e+11 1.717323637500879517e+11 4.993841283610321283e+08
-1.785098440240893860e+11 1.717046654506435852e+11 4.981040098594430685e+08
-1.785384203420704041e+11 1.716769622912563477e+11 4.968238772593357563e+08
-1.785669916067243347e+11 1.716492542727922058e+11 4.955437305971804857e+08
-1.785955578173275757e+11 1.716215413961172180e+11 4.942635699094466567e+08
-1.786241189731567078e+11 1.715938236620975037e+11 4.929833952326027155e+08
-1.786526750734884338e+11 1.715661010715992737e+11 4.917032066031160951e+08
-1.786812261175995483e+11 1.715383736254888306e+11 4.904230040574533939e+08
-1.787097721047669983e+11 1.715106413246324768e+11 4.891427876320802569e+08
-1.787383130342678528e+11 1.714829041698966675e+11 4.878625573634613156e+08
-1.787668489053793335e+11 1.714551621621478882e+11 4.865823132880603671e+08
-1.787953797173787842e+11 1.714274153022526855e+11 4.853020554423402548e+08
-1.788239054695437012e+11 1.713996635910776978e+11 4.840217838627628684e+08
-1.788524261611516418e+11 1.713719070294896545e+11 4.827414985857892036e+08
-1.788809417914803467e+11 1.713441456183553467e+11 4.814611996478792429e+08
-1.789094523598077087e+11 1.713163793585416260e+11 4.801808870854920745e+08
-1.789379578654116821e+11 1.712886082509154053e+11 4.789005609350858331e+08
-1.789664583075704041e+11 1.712608322963437195e+11 4.776202212331178188e+08
-1.789949536855621338e+11 1.712330514956936340e+11 4.763398680160442591e+08
-1.790234439986652527e+11 1.712052658498322754e+11 4.750595013203204870e+08
-1.790519292461582947e+11 1.711774753596268921e+11 4.737791211824009418e+08
-1.790804094273198853e+11 1.711496800259447632e+11 4.724987276387391090e+08
-1.791088845414288025e+11 1.711218798496532593e+11 4.712183207257875800e+08
-1.791373545877639465e+11 1.710940748316198120e+11 4.699379004799978733e+08
-1.791658195656043701e+11 1.710662649727119446e+11 4.686574669378207326e+08
-1.791942794742292175e+11 1.710384502737972412e+11 4.673770201357058287e+08
-1.792227343129178162e+11 1.710106307357433777e+11 4.660965601101019979e+08
-1.792511840809495850e+11 1.709828063594180603e+11 4.648160868974571228e+08
-1.792796287776040649e+11 1.709549771456891174e+11 4.635356005342180729e+08
-1.793080684021609802e+11 1.709271430954244080e+11 4.622551010568308830e+08
-1.793365029539001160e+11 1.708993042094918823e+11 4.609745885017405748e+08
-1.793649324321014404e+11 1.708714604887595520e+11 4.596940629053912759e+08
-1.793933568360450439e+11 1.708436119340955200e+11 4.584135243042261600e+08
-1.794217761650111389e+11 1.708157585463679810e+11 4.571329727346874475e+08
-1.794501904182800598e+11 1.707879003264451294e+11 4.558524082332164049e+08
-1.794785995951322632e+11 1.707600372751953125e+11 4.545718308362534642e+08
-1.795070036948483582e+11 1.707321693934869080e+11 4.532912405802379847e+08
-1.795354027167091064e+11 1.707042966821883545e+11 4.520106375016084909e+08
-1.795637966599953308e+11 1.706764191421682129e+11 4.507300216368024945e+08
-1.795921855239880676e+11 1.706485367742950439e+11 4.494493930222566128e+08
-1.796205693079684143e+11 1.706206495794375610e+11 4.481687516944064498e+08
-1.796489480112176514e+11 1.705927575584645081e+11 4.468880976896868348e+08
-1.796773216330171509e+11 1.705648607122446899e+11 4.456074310445314646e+08
-1.797056901726484070e+11 1.705369590416470032e+11 4.443267517953732014e+08
-1.797340536293930969e+11 1.705090525475404053e+11 4.430460599786439538e+08
-1.797624120025329895e+11 1.704811412307939453e+11 4.417653556307747364e+08
-1.797907652913499756e+11 1.704532250922767639e+11 4.404846387881954908e+08
-1.798191134951261292e+11 1.704253041328580017e+11 4.392039094873353839e+08
-1.798474566131435852e+11 1.703973783534069214e+11 4.379231677646225095e+08
-1.798757946446846619e+11 1.703694477547928772e+11 4.366424136564840078e+08
-1.799041275890317688e+11 1.703415123378852234e+11 4.353616471993462443e+08
-1.799324554454674988e+11 1.703135721035534668e+11 4.340808684296344519e+08
-1.799607782132745056e+11 1.702856270526671448e+11 4.328000773837730289e+08
-1.799890958917356262e+11 1.702576771860958862e+11 4.315192740981854200e+08
-1.800174084801338196e+11 1.702297225047093506e+11 4.302384586092941165e+08
-1.800457159777521667e+11 1.702017630093773193e+11 4.289576309535206556e+08
-1.800740183838738708e+11 1.701737987009696350e+11 4.276767911672856808e+08
-1.801023156977822876e+11 1.701458295803562012e+11 4.263959392870088220e+08
-1.801306079187608643e+11 1.701178556484070129e+11 4.251150753491087556e+08
-1.801588950460932312e+11 1.700898769059920959e+11 4.238341993900033236e+08
