-2.983841898550778933e+04 -5.190134711314693050e+03 1.096638344011945598e+00
-2.983653677901993797e+04 -5.200955667668490605e+03 1.096531585573024437e+00
-2.983465081881593869e+04 -5.211775935189096344e+03 1.096424679120641121e+00
-2.983276110533572501e+04 -5.222595513733953339e+03 1.096317624676482527e+00
-2.983086763901206723e+04 -5.233414403163723364e+03 1.096210422262269946e+00
-2.982897042027052157e+04 -5.244232603342236871e+03 1.096103071899759529e+00
-2.982706944952940466e+04 -5.255050114136440243e+03 1.095995573610742069e+00
-2.982516472719973899e+04 -5.265866935416341221e+03 1.095887927417042107e+00
-2.982325625368521651e+04 -5.276683067054958883e+03 1.095780133340518159e+00
-2.982134402938215862e+04 -5.287498508928266347e+03 1.095672191403062712e+00
-2.981942805467946891e+04 -5.298313260915139836e+03 1.095564101626601783e+00
-2.981750832995860401e+04 -5.309127322897301383e+03 1.095455864033094029e+00
-2.981558485559352630e+04 -5.319940694759262442e+03 1.095347478644531858e+00
-2.981365763195066756e+04 -5.330753376388272045e+03 1.095238945482939874e+00
-2.981172665938888895e+04 -5.341565367674254958e+03 1.095130264570375322e+00
-2.980979193825944458e+04 -5.352376668509758019e+03 1.095021435928927644e+00
-2.980785346890594155e+04 -5.363187278789891025e+03 1.094912459580718700e+00
-2.980591125166431084e+04 -5.373997198412270336e+03 1.094803335547901435e+00
-2.980396528686275997e+04 -5.384806427276957038e+03 1.094694063852660992e+00
-2.980201557482174394e+04 -5.395614965286400547e+03 1.094584644517213157e+00
-2.980006211585392884e+04 -5.406422812345376769e+03 1.094475077563805243e+00
-2.979810491026415548e+04 -5.417229968360930798e+03 1.094365363014714765e+00
-2.979614395834940296e+04 -5.428036433242312341e+03 1.094255500892250099e+00
-2.979417926039876329e+04 -5.438842206900917517e+03 1.094145491218749822e+00
-2.979221081669339765e+04 -5.449647289250225185e+03 1.094035334016582039e+00
-2.979023862750651097e+04 -5.460451680205736920e+03 1.093925029308145058e+00
-2.978826269310331918e+04 -5.471255379684911532e+03 1.093814577115866271e+00
-2.978628301374101648e+04 -5.482058387607104123e+03 1.093703977462202381e+00
-2.978429958966873892e+04 -5.492860703893502432e+03 1.093593230369638958e+00
-2.978231242112754626e+04 -5.503662328467061343e+03 1.093482335860689769e+00
-2.978032150835038556e+04 -5.514463261252439224e+03 1.093371293957897450e+00
-2.977832685156205844e+04 -5.525263502175933354e+03 1.093260104683832168e+00
-2.977632845097919562e+04 -5.536063051165413526e+03 1.093148768061092291e+00
-2.977432630681023875e+04 -5.546861908150258387e+03 1.093037284112303276e+00
-2.977232041925539670e+04 -5.557660073061286312e+03 1.092925652860118113e+00
-2.977031078850662743e+04 -5.568457545830690833e+03 1.092813874327216439e+00
-2.976829741474761613e+04 -5.579254326391973336e+03 1.092701948536304535e+00
-2.976628029815374612e+04 -5.590050414679874848e+03 1.092589875510114883e+00
-2.976425943889206974e+04 -5.600845810630308733e+03 1.092477655271406389e+00
-2.976223483712129018e+04 -5.611640514180293394e+03 1.092365287842963495e+00
-2.976020649299173965e+04 -5.622434525267882236e+03 1.092252773247595732e+00
-2.975817440664535025e+04 -5.633227843832096369e+03 1.092140111508138389e+00
-2.975613857821563943e+04 -5.644020469812852753e+03 1.092027302647451403e+00
-2.975409900782768091e+04 -5.654812403150897808e+03 1.091914346688418913e+00
-2.975205569559809373e+04 -5.665603643787735564e+03 1.091801243653949705e+00
-2.975000864163501683e+04 -5.676394191665556718e+03 1.091687993566976544e+00
-2.974795784603809079e+04 -5.687184046727170426e+03 1.091574596450455514e+00
-2.974590330889843608e+04 -5.697973208915931536e+03 1.091461052327366454e+00
-2.974384503029864209e+04 -5.708761678175669658e+03 1.091347361220711853e+00
-2.974178301031274896e+04 -5.719549454450618214e+03 1.091233523153517293e+00
-2.973971724900622576e+04 -5.730336537685342591e+03 1.091119538148830559e+00
-2.973764774643595956e+04 -5.741122927824667386e+03 1.091005406229721642e+00
-2.973557450265024454e+04 -5.751908624813604547e+03 1.090891127419282514e+00
-2.973349751768875649e+04 -5.762693628597280622e+03 1.090776701740626242e+00
-2.973141679158255283e+04 -5.773477939120864903e+03 1.090662129216887433e+00
-2.972933232435404716e+04 -5.784261556329495761e+03 1.090547409871221562e+00
-2.972724411601701286e+04 -5.795044480168205155e+03 1.090432543726804537e+00
-2.972515216657655765e+04 -5.805826710581849511e+03 1.090317530806832469e+00
-2.972305647602912359e+04 -5.816608247515031508e+03 1.090202371134521675e+00
-2.972095704436246888e+04 -5.827389090912030042e+03 1.090087064733108013e+00
-2.971885387155566787e+04 -5.838169240716722925e+03 1.089971611625846437e+00
